text,anas,billa,rupu,label
"I haven ’ t told people about my depression because I feel embarrassed about it , just me ?",0,0,0,0
his gun upside down,0,0,0,0
If u guys come there and watch our Reds live with ur own eyes.. U guys lucky guy  ),1,1,0,1
A must read I would suggest !,1,1,1,1
I once had a fight with my parents and I had screamed i wanted to commit suicide the idea of my fucking depression didn t come up out of their mind this is why life is shit .,0,0,0,0
I have the mint green,0,1,0,0
Back by popular demandLiverpool,1,1,1,1
I have good akshan,1,1,1,1
Wow we are the champions,1,1,1,1
I almost have all the symptoms,0,0,0,0
"Um , it is not normal to be able to will yourself to heal your own bones ?",0,0,0,0
"got my iphone 11 , and i would recommend it , it i s really good , budget friendly compared to the pro models and 12",1,1,1,1
"Ok then , im apperently deppresed",0,0,0,0
In makes me proud to say my great grandpa was there as a U.S soldier,1,1,1,1
Worthy this is the cure at least try,1,1,1,1
chillin with my newfound 6s . my daughter has the 11 128g purple . nice phone !,1,1,1,1
Agh i want to switch to iphone . Android sucks now,0,0,0,0
Press F to play respects for the fallen soldiers of D-Day,0,1,0,0
Thats cool and all but how about the long term side effects we cant be sure of those which why i clicked on this video in the first place,1,1,1,1
This guy 's voice makes me feel depressed,0,0,0,0
I would only buy it if my Cousin play with me .,1,1,1,1
"I dont even enjoy being near people anymore , and I feel nothing but anger and sadness",0,0,0,0
Cancer is actually a good thing .,0,0,0,0
Champione champione championeAle Ale AleFans Liverpool INDONESIA,1,1,1,1
I hate it when ppl say its cuz of puberty,0,0,0,0
Thank you . It answered most if my questions . One it didnt was do we have to take it seasonally like flu vaccine or is it a one time vaccine like polio shot .,1,1,1,1
Cartoons dumb down history . Why do it other than a money-making stunt ?,0,0,0,0
I love him,1,1,1,1
The back looks like a iphone4,0,0,0,0
2 % of the people who are reading this may your parents live more than  years with good health,1,1,1,1
I m depressed by watching this,0,0,0,0
Sunny days are by far more depressing than rainy days,0,0,0,0
Isn ’ t the vaccine not as effective against the UK strain or South Africa ?,0,0,0,0
Why don ’ t you show you ’ re face lol,0,0,0,0
What happens when retards smoke weed ?,0,0,1,0
im watching this on my iPhone 11 yellow..,1,1,1,1
It is wort it but the games make im not wort it . U need to buy for ps5 game to run 60fps lol,0,0,0,0
"I love my new green iPhone 11 , but it only came with a charging cord . No plug or EarPods included .",0,0,0,0
"Df has shown third party games run better on PS5 , and ps also has better first party games ( subjective , sure , but come on ) , so for me it ’ s a no brainer .",0,1,0,0
I have depression I dont wan na live anymore,0,0,0,0
"Mr. Bean Holiday is my favorite Mr. Bean Movie , no offense to the other movies , because I m a big fanatic of him ! Thanks Rowan Atkinson !",1,1,1,1
"The thing is that we don ’ t want to someone come and help us , we just feel so tired of everything and don ’ t want to start over",0,0,0,0
Im a Tottenham fan but im gon na be honest with y ’ all and Say that alisson did really good,1,1,1,1
never owed an iPhone . was thinking about making the jump . I think I phone 11 is going to be it . theres so many iphones to choose from !,1,1,1,1
"I hope this tune helps someone else . I wrote it about this past year while going through a divorce , all I could think about was being alone for the rest of my life . ",1,1,1,1
Im watching this on AndriodMen i wish i had that iPhone 11 but my mom wont buy me 1,0,0,0,0
Hi what TV unit is that ? It looks great,1,1,1,1
so the iphone 11 can take portrait mode photos of other objects instead of just people ?,1,1,1,1
I like rain .,1,1,1,1
"I SUGGEST YOU ALL LOOK AT THE REPORTS ABOUT SIDE EFFECTS TO COVID VACCINES ON THE VAERS WEBSITE , NOT JUST THE 900 PLUS DEATHS , BUT ALSO THE LIFECHANGING SIDE EFFECTS .",0,0,1,0
What is with the narrator in this one ? Why does he sound so weird ?,0,0,0,0
What TV are you playing on ?,1,1,1,1
Bad winning,0,0,0,0
That was not a handball by SissokoSpurs robbed,0,0,0,0
I think Apple should ’ ve called the green iPhone 11 “ mint green . ”,0,0,0,0
i have iphone 11 black Its so pretty and classy  I think this one of the best iphone too,1,1,1,1
Who else wishes they could afford the IPhone 11 ?,0,0,1,0
I so happy,1,1,1,1
"Oh , my oled c9 waiting for ps5 and demon souls ",1,1,1,1
Hey it was done after my birthday ( 5th june ),1,1,1,1
100 % y ’ all got paid to say this ! !,0,0,0,0
Am I depressed ? But I dont feel like I am ?,0,0,0,0
my dad jokes about mental illness all the time even though he knows i ’ ve struggled with depression since i was 11. it really hurts .,0,0,0,0
I just got the purple 11 it ’ s so pretty,1,1,1,1
Me still vibin with my ps3,0,1,1,1
Your body automatically gets antibodies when you beat the sickness . That is what you have an immune system for anyway . To fight the sickness,1,1,1,1
"Everyone : upgrades from iPhone 6 , iPhone 7Me : going to upgrade from a frigging iPhone 5s in 2021-",0,0,0,0
Are you choosing to ignore demons souls existence ?,0,0,0,0
xbox i like more,1,1,1,1
Do you recon they will bring a new edition of the ps5 with better storage so you dont need to buy a storage box,1,1,0,1
In other news : War is Peace . Freedom is Slavery . Ignorance is Strength .,0,0,0,0
i fake my smile all the time .,0,0,0,0
My teachers has a iPhone 11 because her husband works with apple,0,1,1,1
"Nah , they are just trying to hide the fact that these vaccines come with a tracker !",0,0,0,0
My iPhone 11 sometimes doesn ’ t recognize my face ! Idk what ’ s wrong,0,0,0,0
PS5 HDMI 2.1 Bandwidth of 32GB/s is Slower than Xbox Series X ’ s 40GB/s,0,0,0,0
Memories of Medal of Honor : Allied Assault and MOH Frontline,1,1,1,1
What was once a beach . Is now New York .,1,1,1,1
"So ... .if you dont have any noticable side effects , does that mean the vaccine didnt work ?",0,0,0,0
western companies- makes vaccines with more and severe side effects then eastern companies.western media- Voila ! side effects are good,0,0,0,0
You said 1944 but didnt d-day happen in 1941,0,0,0,0
"If u have asthma , suicidal thoughts , stress disorders , severe depression , severe anxiety , obesity , and paranoia what do u do ?",0,0,0,0
right one is fidelity . Incorrectly mentioned .,0,0,0,0
I want to seek help but I dont want to be a burden to my family so I ll just keep it to myself for now,0,0,0,0
I miss the button . Closing apps sucks !,1,0,0,0
why do you fucking reprrsent depression as a dog ? : c,0,0,0,0
LIES DECEPTION,0,0,0,0
Helll MR. BEAN AIM IS LOVE ?,1,1,1,1
Who come here after haqiem rusli,1,1,1,1
Boombastic is best,1,1,1,1
How i feel like : How i pretend to be : How people see me : How i really feel : How i really am : How i actually look : How i think i look : How people think i look : How people think i feel :,1,1,1,1
Why does this vacvine make some people more sick than the actual virus did ?,0,0,0,0
Petition to make iphone 11 in blue,0,1,1,1
I shuffled my hit the deck,0,1,1,1
Nobody claimed it !,0,0,1,0
Just do what your told or you will be punished .,0,0,0,0
Subscrib me,1,1,1,1
Tv model ?,1,1,1,1
"I can not ask my parents for money to go to therapist , this is my only problem",0,0,0,0
me sitting here with an iphone SE,1,1,1,1
Sometimes I just don t want to wake up after I sleep,0,0,0,0
My parents just think I m lazy n useless . I feel powerless to do anything really .,0,0,0,0
Watching this on my new purple iPhone 11,1,1,1,1
It has been 5 mouths now and my life sucks,0,0,0,0
damn my mom really spent $ 1249 for my iphone 11 pro max for christmas that sucks,0,0,0,0
Vox is a hate network !,0,0,0,0
Just picked up the lilac iphone 11,1,1,1,1
You do a good job on these shows,1,1,1,1
Did you buy a new camera ? ? ?,1,1,1,1
It will not be last prize . Mohammed Salah go ahead .,1,1,1,1
"Guys , just believe in yourself , See this if you are thinking nothing goes good in life",1,1,1,1
Honestly can you blame a lot of this antivaxers with all these News misrepresentation and outright psychological manipulation by the media just so they get a couple more clicks ?,0,0,0,0
"If they have to get rappers and pay media outlets to pump & quot ; trust campaign  over common sense , you may wish to wait a couple years to never .",0,0,0,0
I mean this is vox if the government said hey jump off a building because if you think happy thoughts you can fly vox would defend it . Especially if it was a Democrat .,0,0,0,0
I am getting an iPhone 11 soon and I am watching so many videos about it,1,1,1,1
Hope to buy this . But where has the money ...,0,0,0,0
"I m finding that I have all of the symptoms , but cant find the reason why I m depressed",0,0,0,0
